,State,County,GroceryStores,SupercentersClubStores,ConvenienceStores,SpecializedFoodStores,FastFoodRestaurants,FullServiceRestaurants
0,AL,Autauga,6,1,29,2,30,34
1,AL,Baldwin,24,6,119,21,112,202
2,AL,Barbour,5,0,14,2,21,12
3,AL,Bibb,6,1,19,0,7,6
4,AL,Blount,6,1,31,2,24,19
5,AL,Bullock,2,0,2,1,4,2
6,AL,Butler,3,1,24,1,17,19
7,AL,Calhoun,25,3,88,2,95,67
8,AL,Chambers,7,1,22,1,22,19
9,AL,Cherokee,4,1,14,1,16,10
10,AL,Chilton,7,1,37,4,23,17
11,AL,Choctaw,4,0,16,1,4,7
12,AL,Clarke,6,2,18,2,23,13
13,AL,Clay,3,0,8,1,4,7
14,AL,Cleburne,3,0,11,0,7,4
15,AL,Coffee,7,1,30,0,35,31
16,AL,Colbert,9,1,43,3,41,40
17,AL,Conecuh,3,0,16,1,5,4
18,AL,Coosa,0,0,9,0,0,0
19,AL,Covington,10,1,27,2,25,24
20,AL,Crenshaw,4,0,12,0,3,9
21,AL,Cullman,10,1,54,6,50,44
22,AL,Dale,7,1,33,1,33,31
23,AL,Dallas,9,1,39,0,20,16
24,AL,DeKalb,12,1,46,1,41,35
25,AL,Elmore,10,2,57,0,29,34
26,AL,Escambia,8,0,33,2,22,20
27,AL,Etowah,19,2,63,1,82,54
28,AL,Fayette,5,1,7,0,12,5
29,AL,Franklin,6,1,23,1,22,17
30,AL,Geneva,11,0,15,0,10,8
31,AL,Greene,5,0,8,0,1,3
32,AL,Hale,4,0,13,0,5,5
33,AL,Henry,4,0,13,2,10,9
34,AL,Houston,14,3,63,9,83,75
35,AL,Jackson,15,1,34,2,30,29
36,AL,Jefferson,108,17,433,48,578,368
37,AL,Lamar,4,0,8,0,7,10
38,AL,Lauderdale,15,2,57,2,61,61
39,AL,Lawrence,7,1,18,1,25,15
40,AL,Lee,13,3,74,1,108,94
41,AL,Limestone,12,1,58,2,45,35
42,AL,Lowndes,2,0,10,0,2,0
43,AL,Macon,5,0,14,0,10,5
44,AL,Madison,35,10,211,13,300,222
45,AL,Marengo,4,1,22,0,16,12
46,AL,Marion,5,2,18,1,26,20
47,AL,Marshall,19,3,65,5,70,70
48,AL,Mobile,60,8,260,28,253,212
49,AL,Monroe,7,0,15,0,10,8
50,AL,Montgomery,33,6,131,17,169,139
51,AL,Morgan,22,2,91,7,100,57
52,AL,Perry,5,0,8,0,2,5
53,AL,Pickens,4,0,11,0,6,6
54,AL,Pike,9,1,17,0,30,20
55,AL,Randolph,4,1,17,1,11,17
56,AL,Russell,8,1,37,1,44,25
57,AL,St. Clair,11,2,52,0,48,48
58,AL,Shelby,26,6,100,5,128,133
59,AL,Sumter,3,0,19,1,7,5
60,AL,Talladega,7,2,78,1,49,45
61,AL,Tallapoosa,5,1,39,0,24,22
62,AL,Tuscaloosa,27,4,108,5,158,104
63,AL,Walker,12,2,51,1,45,39
64,AL,Washington,3,0,10,1,4,6
65,AL,Wilcox,10,0,7,0,6,6
66,AL,Winston,8,0,22,0,12,19
67,AK,Aleutians East,4,0,0,0,1,0
68,AK,Aleutians West,3,0,1,1,2,3
69,AK,Anchorage,37,9,61,20,207,208
70,AK,Bethel,25,0,5,0,5,4
71,AK,Bristol Bay,3,0,0,0,0,2
72,AK,Denali,0,0,4,0,1,7
73,AK,Dillingham,5,0,2,0,0,3
74,AK,Fairbanks North Star,8,3,25,6,43,59
75,AK,Haines,3,0,0,0,1,6
76,AK,Hoonah-Angoon,0,0,0,0,0,0
77,AK,Juneau,7,3,4,1,22,32
78,AK,Kenai Peninsula,21,1,21,9,36,69
79,AK,Ketchikan Gateway,3,0,5,2,7,13
80,AK,Kodiak Island,4,0,1,2,6,9
81,AK,Lake and Peninsula,1,0,0,0,0,0
82,AK,Matanuska-Susitna,13,3,22,4,36,45
83,AK,Nome,15,0,1,0,4,5
84,AK,North Slope,10,0,2,0,4,5
85,AK,Northwest Arctic,6,0,2,0,1,0
86,AK,Petersburg,0,0,0,0,0,0
87,AK,Prince of Wales-Hyder,0,0,0,0,0,0
88,AK,Sitka,4,0,2,1,4,10
89,AK,Skagway,0,0,0,0,0,0
90,AK,Southeast Fairbanks,4,0,6,0,6,8
91,AK,Valdez-Cordova,8,0,7,2,9,10
92,AK,Wade Hampton,17,0,1,0,0,0
93,AK,Wrangell,0,0,0,0,0,0
94,AK,Yakutat,2,0,0,0,1,0
95,AK,Yukon-Koyukuk,12,0,5,0,0,2
96,AZ,Apache,10,0,35,0,15,19
97,AZ,Cochise,17,2,60,6,52,100
98,AZ,Coconino,19,2,82,10,112,160
99,AZ,Gila,9,1,28,2,33,49
100,AZ,Graham,7,1,17,1,16,17
101,AZ,Greenlee,1,0,7,1,3,6
102,AZ,La Paz,11,1,22,2,15,24
103,AZ,Maricopa,512,83,999,229,2674,2191
104,AZ,Mohave,19,3,90,5,109,123
105,AZ,Navajo,18,2,55,1,55,77
106,AZ,Pima,128,12,282,54,590,607
107,AZ,Pinal,33,7,74,14,122,98
108,AZ,Santa Cruz,9,1,18,6,31,41
109,AZ,Yavapai,34,5,81,10,141,204
110,AZ,Yuma,34,5,64,9,103,83
111,AR,Arkansas,5,1,10,0,18,12
112,AR,Ashley,8,1,14,0,13,9
113,AR,Baxter,7,1,27,2,31,44
114,AR,Benton,30,7,79,9,137,132
115,AR,Boone,4,1,18,2,25,23
116,AR,Bradley,3,0,7,0,4,5
117,AR,Calhoun,2,0,2,2,2,2
118,AR,Carroll,5,1,15,5,19,50
119,AR,Chicot,5,0,11,0,6,8
120,AR,Clark,5,1,10,0,20,11
121,AR,Clay,3,0,6,0,11,9
122,AR,Cleburne,9,1,15,3,17,24
123,AR,Cleveland,2,0,5,0,2,0
124,AR,Columbia,4,1,17,2,15,9
125,AR,Conway,4,1,16,1,9,13
126,AR,Craighead,19,3,28,3,79,65
127,AR,Crawford,8,2,27,2,28,36
128,AR,Crittenden,11,1,23,2,35,19
129,AR,Cross,4,1,5,0,9,12
130,AR,Dallas,2,0,7,0,4,4
131,AR,Desha,6,0,10,0,10,16
132,AR,Drew,2,1,11,0,15,11
133,AR,Faulkner,11,2,43,1,62,71
134,AR,Franklin,2,0,8,1,6,10
135,AR,Fulton,1,0,5,0,7,6
136,AR,Garland,18,4,49,7,75,98
137,AR,Grant,3,1,8,0,9,8
138,AR,Greene,4,1,17,1,27,24
139,AR,Hempstead,8,1,15,2,12,11
140,AR,Hot Spring,7,1,18,1,17,8
141,AR,Howard,5,1,11,0,8,5
142,AR,Independence,5,1,12,1,22,22
143,AR,Izard,4,0,7,0,3,6
144,AR,Jackson,4,0,8,1,5,10
145,AR,Jefferson,15,1,36,8,62,31
146,AR,Johnson,1,1,13,0,17,10
147,AR,Lafayette,3,0,7,2,2,3
148,AR,Lawrence,5,0,10,3,4,9
149,AR,Lee,1,0,1,0,3,2
150,AR,Lincoln,1,0,6,0,2,10
151,AR,Little River,3,1,7,0,3,7
152,AR,Logan,3,0,14,0,12,13
153,AR,Lonoke,11,1,28,2,38,37
154,AR,Madison,3,0,12,1,2,9
155,AR,Marion,4,1,6,0,6,12
156,AR,Miller,11,1,26,1,24,21
157,AR,Mississippi,15,1,26,1,32,25
158,AR,Monroe,5,0,7,0,6,5
159,AR,Montgomery,3,0,8,0,3,6
160,AR,Nevada,1,0,9,0,3,2
161,AR,Newton,3,0,1,1,1,7
162,AR,Ouachita,6,0,12,0,14,13
163,AR,Perry,1,0,6,0,1,1
164,AR,Phillips,9,1,9,2,12,8
165,AR,Pike,5,0,6,0,3,5
166,AR,Poinsett,6,1,15,0,16,12
167,AR,Polk,6,1,13,0,12,18
168,AR,Pope,7,1,33,2,55,36
169,AR,Prairie,3,0,9,1,5,6
170,AR,Pulaski,72,7,188,19,330,310
171,AR,Randolph,6,1,9,1,11,11
172,AR,St. Francis,6,1,19,0,12,15
173,AR,Saline,15,2,34,1,47,38
174,AR,Scott,2,0,5,0,2,10
175,AR,Searcy,2,0,4,0,4,3
176,AR,Sebastian,19,4,60,14,103,88
177,AR,Sevier,4,1,12,0,8,5
178,AR,Sharp,3,1,8,0,10,17
179,AR,Stone,2,1,6,1,8,9
180,AR,Union,10,1,42,5,24,24
181,AR,Van Buren,3,1,14,0,5,9
182,AR,Washington,26,5,72,7,155,191
183,AR,White,15,1,37,0,49,44
184,AR,Woodruff,2,0,3,0,3,2
185,AR,Yell,4,1,9,0,10,15
186,CA,Alameda,359,5,300,169,1072,1303
187,CA,Alpine,0,0,0,0,2,0
188,CA,Amador,13,0,20,2,17,41
189,CA,Butte,51,1,59,18,150,122
190,CA,Calaveras,10,0,23,4,24,42
191,CA,Colusa,11,0,14,3,12,13
192,CA,Contra Costa,192,5,198,69,608,667
193,CA,Del Norte,8,0,8,1,16,19
194,CA,El Dorado,33,0,54,15,110,162
195,CA,Fresno,213,5,287,77,563,486
196,CA,Glenn,5,0,16,4,15,17
197,CA,Humboldt,43,1,54,15,85,135
198,CA,Imperial,41,4,60,2,83,93
199,CA,Inyo,4,0,15,2,14,26
200,CA,Kern,187,3,249,54,524,381
201,CA,Kings,30,1,43,4,78,49
202,CA,Lake,24,0,25,2,29,38
203,CA,Lassen,10,0,15,3,12,17
204,CA,Los Angeles,2027,39,1755,928,7118,7025
205,CA,Madera,36,0,43,13,65,54
206,CA,Marin,64,1,45,25,164,289
207,CA,Mariposa,9,0,11,1,8,12
208,CA,Mendocino,52,0,41,8,57,115
209,CA,Merced,57,1,74,14,125,84
210,CA,Modoc,5,0,4,0,4,5
211,CA,Mono,6,0,10,1,16,40
212,CA,Monterey,107,2,111,56,231,366
213,CA,Napa,35,1,39,17,75,135
214,CA,Nevada,26,0,27,14,54,94
215,CA,Orange,527,18,586,224,2526,2407
216,CA,Placer,58,3,99,25,285,280
217,CA,Plumas,9,0,11,3,14,34
218,CA,Riverside,344,18,407,128,1296,1078
219,CA,Sacramento,249,13,347,86,969,886
220,CA,San Benito,12,0,8,2,28,29
221,CA,San Bernardino,327,11,414,105,1342,907
222,CA,San Diego,622,15,662,235,2332,2216
223,CA,San Francisco,320,1,103,187,761,1676
224,CA,San Joaquin,158,4,162,63,400,325
225,CA,San Luis Obispo,67,1,86,32,219,309
226,CA,San Mateo,167,4,144,67,501,703
227,CA,Santa Barbara,117,2,87,35,302,361
228,CA,Santa Clara,342,9,348,142,1282,1458
229,CA,Santa Cruz,70,1,59,26,167,236
230,CA,Shasta,38,2,73,17,131,122
231,CA,Sierra,2,0,3,0,1,2
232,CA,Siskiyou,20,0,33,5,34,55
233,CA,Solano,75,5,115,30,281,227
234,CA,Sonoma,123,2,135,58,279,465
235,CA,Stanislaus,128,3,146,35,314,266
236,CA,Sutter,25,2,38,4,54,58
237,CA,Tehama,12,0,24,5,34,37
238,CA,Trinity,7,0,12,0,15,10
239,CA,Tulare,110,3,128,29,202,205
240,CA,Tuolumne,13,1,25,4,29,62
241,CA,Ventura,160,3,176,65,545,572
242,CA,Yolo,42,2,51,9,138,122
243,CA,Yuba,11,1,17,7,30,24
244,CO,Adams,49,11,114,28,270,214
245,CO,Alamosa,4,1,7,1,14,19
246,CO,Arapahoe,77,12,151,43,432,393
247,CO,Archuleta,4,0,7,2,11,22
248,CO,Baca,2,0,3,0,2,3
249,CO,Bent,2,0,3,0,2,3
250,CO,Boulder,49,6,79,25,240,307
251,CO,Broomfield,6,1,15,4,59,43
252,CO,Chaffee,7,1,19,2,25,38
253,CO,Cheyenne,2,0,2,0,0,3
254,CO,Clear Creek,2,0,8,1,9,22
255,CO,Conejos,4,0,2,0,1,4
256,CO,Costilla,2,0,4,0,0,4
257,CO,Crowley,1,0,1,0,0,3
258,CO,Custer,1,0,1,1,2,10
259,CO,Delta,9,1,13,2,11,34
260,CO,Denver,107,7,205,45,501,653
261,CO,Dolores,1,0,1,0,0,0
262,CO,Douglas,23,7,53,22,178,174
263,CO,Eagle,14,2,18,5,44,120
264,CO,Elbert,1,1,4,0,3,10
265,CO,El Paso,53,13,182,45,408,385
266,CO,Fremont,6,1,17,4,16,38
267,CO,Garfield,8,1,28,4,44,78
268,CO,Gilpin,2,0,1,0,0,2
269,CO,Grand,7,0,11,2,14,59
270,CO,Gunnison,6,0,6,1,13,47
271,CO,Hinsdale,1,0,2,0,1,7
272,CO,Huerfano,3,0,7,0,2,10
273,CO,Jackson,1,0,2,0,0,3
274,CO,Jefferson,53,13,155,45,384,394
275,CO,Kiowa,2,0,1,0,0,1
276,CO,Kit Carson,5,0,6,0,6,5
277,CO,Lake,2,0,6,0,8,11
278,CO,La Plata,14,1,25,7,35,74
279,CO,Larimer,31,6,94,19,244,251
280,CO,Las Animas,4,1,8,0,12,16
281,CO,Lincoln,2,0,5,0,2,8
282,CO,Logan,4,1,4,1,14,13
283,CO,Mesa,16,3,52,14,99,99
284,CO,Mineral,1,0,0,1,0,6
285,CO,Moffat,2,1,8,0,6,14
286,CO,Montezuma,4,1,14,0,13,28
287,CO,Montrose,7,1,15,3,20,34
288,CO,Morgan,5,1,7,2,13,17
289,CO,Otero,4,1,13,1,12,22
290,CO,Ouray,4,0,2,1,6,25
291,CO,Park,4,0,6,0,8,10
292,CO,Phillips,2,0,4,1,2,4
293,CO,Pitkin,4,0,7,4,23,66
294,CO,Prowers,4,1,10,0,11,6
295,CO,Pueblo,16,4,67,8,111,122
296,CO,Rio Blanco,1,0,7,1,4,8
297,CO,Rio Grande,6,0,6,2,6,14
298,CO,Routt,9,0,13,3,24,57
299,CO,Saguache,2,0,4,0,1,5
300,CO,San Juan,0,0,2,0,4,9
301,CO,San Miguel,6,0,1,0,14,29
302,CO,Sedgwick,1,0,0,0,1,4
303,CO,Summit,9,0,14,4,42,102
304,CO,Teller,4,1,12,2,14,22
305,CO,Washington,1,0,2,0,1,1
306,CO,Weld,29,4,72,6,131,143
307,CO,Yuma,5,0,4,0,4,16
308,CT,Fairfield,197,4,226,101,525,900
309,CT,Hartford,200,5,308,57,519,802
310,CT,Litchfield,39,1,68,15,68,210
311,CT,Middlesex,34,0,49,16,96,184
312,CT,New Haven,191,9,277,66,548,755
313,CT,New London,50,3,126,23,151,284
314,CT,Tolland,21,0,51,2,56,93
315,CT,Windham,18,2,52,3,58,82
316,DE,Kent,17,2,65,13,82,84
317,DE,New Castle,77,4,176,52,370,350
318,DE,Sussex,48,4,90,28,142,256
319,DC,District of Columbia,181,0,160,44,732,678
320,FL,Alachua,42,2,136,12,170,183
321,FL,Baker,6,1,18,0,13,11
322,FL,Bay,31,3,108,18,125,167
323,FL,Bradford,6,1,21,2,16,10
324,FL,Brevard,70,12,246,44,341,429
325,FL,Broward,366,23,678,128,1198,1329
326,FL,Calhoun,1,0,3,0,8,9
327,FL,Charlotte,23,4,54,11,73,103
328,FL,Citrus,18,1,69,10,51,91
329,FL,Clay,28,4,74,9,114,97
330,FL,Collier,59,6,105,24,162,358
331,FL,Columbia,5,1,53,4,38,33
332,FL,DeSoto,5,1,18,1,12,9
333,FL,Dixie,4,0,7,0,5,1
334,FL,Duval,199,19,397,70,708,612
335,FL,Escambia,46,6,156,23,176,173
336,FL,Flagler,14,1,26,3,33,67
337,FL,Franklin,5,0,10,0,7,23
338,FL,Gadsden,7,1,32,1,18,14
339,FL,Gilchrist,4,0,8,0,3,3
340,FL,Glades,1,0,4,0,3,2
341,FL,Gulf,3,0,9,1,11,6
342,FL,Hamilton,5,0,15,0,8,6
343,FL,Hardee,11,1,18,3,8,10
344,FL,Hendry,10,1,30,1,16,17
345,FL,Hernando,27,4,52,4,71,92
346,FL,Highlands,18,2,42,4,45,48
347,FL,Hillsborough,279,17,510,101,735,763
348,FL,Holmes,4,0,13,0,3,8
349,FL,Indian River,24,3,55,18,76,101
350,FL,Jackson,11,1,32,3,29,27
351,FL,Jefferson,2,0,18,2,8,4
352,FL,Lafayette,1,0,5,0,2,2
353,FL,Lake,50,7,154,13,138,205
354,FL,Lee,119,13,209,47,303,531
355,FL,Leon,41,7,117,18,220,206
356,FL,Levy,10,1,28,1,18,24
357,FL,Liberty,1,0,8,0,1,1
358,FL,Madison,3,0,14,0,6,9
359,FL,Manatee,60,7,120,14,159,214
360,FL,Marion,53,6,178,16,153,167
361,FL,Martin,30,2,62,16,96,160
362,FL,Miami-Dade,576,17,750,235,1430,1691
363,FL,Monroe,26,0,52,14,71,186
364,FL,Nassau,10,1,38,6,47,54
365,FL,Okaloosa,28,4,81,12,142,181
366,FL,Okeechobee,12,1,32,0,19,25
367,FL,Orange,230,19,505,89,854,931
368,FL,Osceola,58,8,104,20,160,192
369,FL,Palm Beach,255,17,433,119,796,1130
370,FL,Pasco,71,8,175,27,164,222
371,FL,Pinellas,186,7,411,78,562,813
372,FL,Polk,113,9,294,20,231,268
373,FL,Putnam,12,1,53,6,30,31
374,FL,St. Johns,31,1,69,29,111,189
375,FL,St. Lucie,38,6,94,13,124,154
376,FL,Santa Rosa,15,3,58,5,75,67
377,FL,Sarasota,75,4,126,30,197,351
378,FL,Seminole,71,8,173,36,282,311
379,FL,Sumter,15,2,36,4,24,41
380,FL,Suwannee,7,1,32,4,15,20
381,FL,Taylor,2,1,27,1,8,11
382,FL,Union,0,0,8,1,2,2
383,FL,Volusia,74,8,251,29,274,374
384,FL,Wakulla,3,1,10,1,11,16
385,FL,Walton,9,1,40,7,33,79
386,FL,Washington,2,1,15,2,13,12
387,GA,Appling,2,1,12,0,14,14
388,GA,Atkinson,4,0,6,2,4,5
389,GA,Bacon,3,0,10,0,9,3
390,GA,Baker,1,0,1,0,0,0
391,GA,Baldwin,10,1,35,0,30,29
392,GA,Banks,1,1,9,0,15,13
393,GA,Barrow,12,1,42,2,33,27
394,GA,Bartow,13,1,69,2,59,67
395,GA,Ben Hill,2,1,23,2,17,8
396,GA,Berrien,4,0,19,0,9,10
397,GA,Bibb,36,4,142,7,156,121
398,GA,Bleckley,3,0,8,0,5,6
399,GA,Brantley,3,0,12,0,5,3
400,GA,Brooks,3,0,12,3,5,5
401,GA,Bryan,5,0,30,0,21,23
402,GA,Bulloch,7,1,58,1,48,55
403,GA,Burke,3,1,18,0,6,10
404,GA,Butts,3,0,18,0,11,11
405,GA,Calhoun,1,0,7,0,1,4
406,GA,Camden,6,1,31,2,38,38
407,GA,Candler,3,0,14,2,10,8
408,GA,Carroll,23,2,76,4,90,75
409,GA,Catoosa,8,1,34,2,43,30
410,GA,Charlton,3,0,11,0,11,3
411,GA,Chatham,48,5,148,24,227,313
412,GA,Chattahoochee,1,0,1,2,1,2
413,GA,Chattooga,5,1,19,0,12,9
414,GA,Cherokee,37,5,73,9,111,146
415,GA,Clarke,24,2,66,3,107,111
416,GA,Clay,2,0,2,0,1,0
417,GA,Clayton,40,6,152,16,165,107
418,GA,Clinch,2,0,5,0,5,4
419,GA,Cobb,100,12,257,26,515,542
420,GA,Coffee,8,1,40,3,22,17
421,GA,Colquitt,14,1,30,4,27,14
422,GA,Columbia,19,2,34,3,61,72
423,GA,Cook,8,0,15,0,13,11
424,GA,Coweta,18,2,51,3,61,70
425,GA,Crawford,2,0,4,0,3,2
426,GA,Crisp,9,1,26,1,14,14
427,GA,Dade,4,0,19,0,8,9
428,GA,Dawson,4,1,13,1,19,21
429,GA,Decatur,7,1,35,2,18,14
430,GA,DeKalb,136,9,290,31,537,504
431,GA,Dodge,9,1,15,1,12,9
432,GA,Dooly,1,0,14,0,7,4
433,GA,Dougherty,23,2,73,11,91,68
434,GA,Douglas,16,3,66,1,80,81
435,GA,Early,5,0,11,2,8,11
436,GA,Echols,0,0,1,0,0,0
437,GA,Effingham,5,1,26,2,23,24
438,GA,Elbert,6,0,14,0,14,9
439,GA,Emanuel,6,1,23,0,12,13
440,GA,Evans,1,0,16,1,6,6
441,GA,Fannin,9,0,11,2,20,18
442,GA,Fayette,16,2,42,2,69,105
443,GA,Floyd,14,4,72,3,70,69
444,GA,Forsyth,32,5,57,9,105,112
445,GA,Franklin,5,0,13,0,13,22
446,GA,Fulton,175,11,350,62,952,1085
447,GA,Gilmer,4,1,16,1,24,25
448,GA,Glascock,1,0,3,0,0,1
449,GA,Glynn,19,1,56,3,79,104
450,GA,Gordon,13,1,39,3,37,25
451,GA,Grady,3,1,17,2,11,7
452,GA,Greene,4,0,13,2,12,14
453,GA,Gwinnett,144,18,339,51,640,652
454,GA,Habersham,7,0,33,1,28,30
455,GA,Hall,34,3,108,9,99,104
456,GA,Hancock,1,0,9,0,5,1
457,GA,Haralson,7,1,24,1,14,14
458,GA,Harris,7,0,19,0,7,13
459,GA,Hart,4,1,15,0,13,15
460,GA,Heard,3,0,7,0,4,1
461,GA,Henry,25,6,100,1,146,117
462,GA,Houston,21,3,78,2,103,72
463,GA,Irwin,1,0,6,0,0,3
464,GA,Jackson,10,0,34,0,27,32
465,GA,Jasper,2,0,8,0,4,4
466,GA,Jeff Davis,6,1,10,0,6,9
467,GA,Jefferson,7,0,16,0,9,9
468,GA,Jenkins,1,0,6,0,5,3
469,GA,Johnson,1,0,3,1,4,1
470,GA,Jones,1,0,10,0,6,7
471,GA,Lamar,3,0,11,1,9,15
472,GA,Lanier,1,0,4,1,6,5
473,GA,Laurens,12,1,41,5,42,30
474,GA,Lee,3,0,17,0,8,6
475,GA,Liberty,7,1,50,4,43,34
476,GA,Lincoln,1,0,6,0,3,5
477,GA,Long,2,0,7,0,2,2
478,GA,Lowndes,12,3,85,11,102,85
479,GA,Lumpkin,2,1,16,1,16,19
480,GA,McDuffie,4,1,14,2,13,15
481,GA,McIntosh,2,0,11,2,8,16
482,GA,Macon,7,0,9,1,7,3
483,GA,Madison,4,0,21,0,14,6
484,GA,Marion,3,0,5,0,3,4
485,GA,Meriwether,5,0,20,0,8,16
486,GA,Miller,4,0,2,1,2,5
487,GA,Mitchell,8,0,21,0,11,14
488,GA,Monroe,5,0,26,0,11,16
489,GA,Montgomery,1,0,8,0,5,1
490,GA,Morgan,4,1,12,1,12,21
491,GA,Murray,8,0,26,0,26,10
492,GA,Muscogee,33,4,98,9,167,125
493,GA,Newton,19,1,45,0,47,37
494,GA,Oconee,4,1,14,2,25,22
495,GA,Oglethorpe,1,0,8,0,5,1
496,GA,Paulding,13,4,45,1,61,53
497,GA,Peach,4,0,28,1,14,15
498,GA,Pickens,6,0,16,1,15,30
499,GA,Pierce,4,0,16,0,10,6
500,GA,Pike,3,0,9,0,6,6
501,GA,Polk,8,2,42,1,32,29
502,GA,Pulaski,2,0,12,1,9,7
503,GA,Putnam,2,1,21,1,9,19
504,GA,Quitman,0,0,5,0,0,0
505,GA,Rabun,5,1,15,1,15,24
506,GA,Randolph,1,0,5,0,6,6
507,GA,Richmond,37,2,116,12,146,135
508,GA,Rockdale,18,2,46,2,79,81
509,GA,Schley,1,0,2,0,3,1
510,GA,Screven,3,0,13,0,8,10
511,GA,Seminole,3,0,8,0,5,4
512,GA,Spalding,14,1,47,0,38,41
513,GA,Stephens,3,1,20,1,15,22
514,GA,Stewart,0,0,7,0,2,3
515,GA,Sumter,7,1,26,3,17,24
516,GA,Talbot,2,0,4,0,1,1
517,GA,Taliaferro,0,0,3,0,1,0
518,GA,Tattnall,6,0,27,1,7,5
519,GA,Taylor,3,0,6,0,5,2
520,GA,Telfair,3,0,11,1,8,5
